,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
0,1,0.806289422282895,0.699561403914138,0.661839971703175,0.617934682983158,0.592319176923767,0.570346378308721,0.540539270509911,0.524322982553527,0.489587807435279,0.456105076815503,0.400612436520461,0.368481629615688,0.337205441270882,0.30824668999352,0.279481919918643,0.245433031674023,0.196501153283671,0.137655906852208,0.105619860455784,0.0646718381196714,0.041205661816174,0.0155864385925997,-0.00645261209217681,-0.0144639810801919,-0.042969305995447,-0.0622322814150465,-0.0841389653053414,-0.0928504061920755,-0.110315390894637,-0.122414278245349,-0.211565595810037,-0.232155160500857,-0.248687080745548,-0.274252704185033,-0.316236632882769,-0.322095107949404
1,0.806289422282895,1,0.815369434516295,0.754491146750172,0.702010745247958,0.670136080489746,0.636748598039556,0.603668737630722,0.570789327160146,0.535604553426931,0.496725168123469,0.445353372147125,0.414122593045139,0.380023016416105,0.349045577351896,0.318565869855067,0.283988752138777,0.234254999728177,0.1771606147732,0.144559271273371,0.10071145013923,0.0776469646032579,0.0520495143055365,0.0329817899456205,0.0189846166249773,-0.00634017922309252,-0.0273437390024099,-0.0462197214057226,-0.0530951150492034,-0.066575876602547,-0.0755508914960705,-0.147732533238884,-0.166583279197684,-0.182835782226549,-0.214805605610777,-0.25979395632867,-0.260715533673252
2,0.699561403914138,0.815369434516295,1,0.878409873982743,0.810013447278428,0.772399534545273,0.735844011148149,0.698536344719911,0.663929529838624,0.627203304429237,0.598111238345005,0.55111315465879,0.518080197288056,0.477515519629642,0.436482270121441,0.400513197574219,0.353660684661966,0.300885240639697,0.236482065291559,0.188658309311221,0.137577009960751,0.088872064532223,0.0542560994177243,0.0296643919925197,0.000859855621955669,-0.0360753932926404,-0.0616662857762855,-0.099342370790116,-0.119815913435171,-0.157095206410378,-0.171952553257378,-0.151688914444573,-0.167953435918874,-0.179104165179712,-0.208636642363955,-0.240848672003271,-0.248924005049298
3,0.661839971703175,0.754491146750172,0.878409873982743,1,0.878620604617098,0.82555235136015,0.781073323917163,0.74351014206069,0.706522539627338,0.66945998373721,0.64000384531993,0.594254351777504,0.558315857943075,0.52067990460566,0.481097153538519,0.444098298183669,0.401670996071394,0.34928632043694,0.283727810711471,0.238588400489758,0.189592703987743,0.14206214081723,0.112392178405538,0.0826025856194676,0.0586402599126992,0.0198074555878332,-0.0123561713688052,-0.0441092711296965,-0.0657640351077452,-0.0965952394879065,-0.1158698451945,-0.0977298672248948,-0.128623414407398,-0.137831306168519,-0.168212044023178,-0.208847325292461,-0.211703387606959
4,0.617934682983158,0.702010745247958,0.810013447278428,0.878620604617098,1,0.886909689371375,0.826491292709151,0.779400864799716,0.741619862117609,0.704154669556791,0.674865030571781,0.630575051225475,0.596901535466936,0.556502771066026,0.515911798972654,0.478472106438539,0.434564980784126,0.38171301860093,0.315471432609733,0.274807798683075,0.227427646767748,0.178918710770603,0.149678571223813,0.12620431122757,0.100642563992404,0.0670479916341241,0.0362561912578468,0.00441516650319048,-0.0156772457133664,-0.0456303660947381,-0.0741170714733969,-0.0716579171344145,-0.109696482671742,-0.118238703343934,-0.145810135598601,-0.184118023527478,-0.183241293536172
5,0.592319176923767,0.670136080489746,0.772399534545273,0.82555235136015,0.886909689371375,1,0.888750442584882,0.826578140487056,0.783080883628648,0.741369645297299,0.707104901212474,0.665880804971797,0.628600127470487,0.589929293223218,0.546595091012865,0.510113937768976,0.465196321104779,0.409818380697592,0.344031116945497,0.29634289702765,0.252338407077682,0.200064327921082,0.165002463659352,0.139766119022747,0.12083240177466,0.0843692266692844,0.0526518884492942,0.016081826022957,-0.00359250657232012,-0.0318974379239498,-0.0533314668408682,-0.0526728904794622,-0.087160014378618,-0.0853615643918698,-0.121389361547804,-0.161722364664806,-0.142975109051908
6,0.570346378308721,0.636748598039556,0.735844011148149,0.781073323917163,0.826491292709151,0.888750442584882,1,0.889511377279766,0.827118446239719,0.780822012776713,0.742221986759694,0.702564299817103,0.665676232434477,0.627001379058427,0.585314728776708,0.546816922974311,0.50354752503611,0.448570529271421,0.386029163072399,0.335012438356482,0.290394238216042,0.244092527576913,0.206176385127414,0.175831569646768,0.155833536802238,0.119226678559473,0.0878082716048888,0.0550595048283002,0.032239340899323,0.00521531162721638,-0.0194311255677073,-0.0203336401584884,-0.0476355238972142,-0.0529692565443843,-0.0805964048709522,-0.134072788462239,-0.114088989903698
7,0.540539270509911,0.603668737630722,0.698536344719911,0.74351014206069,0.779400864799716,0.826578140487056,0.889511377279766,1,0.891114984134159,0.82648320821601,0.782660030390373,0.737656585163292,0.703342222904788,0.663514948994625,0.621190614456374,0.584114500187885,0.534592669192044,0.482609950179516,0.419084242872005,0.36710440514562,0.319462061422824,0.265922818996088,0.233069897839202,0.197289169001779,0.173763652104315,0.136618839811132,0.102498160834087,0.0677772711578945,0.0415632481401333,0.0218063493217646,-0.00825221262333486,-0.0127338815635026,-0.0411262237260209,-0.044979257355808,-0.0826954072401335,-0.12219036507123,-0.114555425583038
8,0.524322982553527,0.570789327160146,0.663929529838624,0.706522539627338,0.741619862117609,0.783080883628648,0.827118446239719,0.891114984134159,1,0.886360155745931,0.830822827542134,0.781151639395923,0.74408903882724,0.704856073258703,0.665316197123565,0.627001762602367,0.581441056586095,0.528783572614666,0.466081416647864,0.414136307976839,0.363998238826782,0.303877188954626,0.270817481157447,0.239231719296109,0.219360537638416,0.177817602859516,0.14515027729553,0.104648503726215,0.0779221492857855,0.0630268111165892,0.0349328671204234,0.0089774260966848,-0.01017024733429,-0.030491617415108,-0.0592714007488536,-0.104509290548139,-0.0800581060348357
9,0.489587807435279,0.535604553426931,0.627203304429237,0.66945998373721,0.704154669556791,0.741369645297299,0.780822012776713,0.82648320821601,0.886360155745931,1,0.888788192321906,0.829853563857589,0.784861375108861,0.739484375031339,0.699341825538187,0.661393694057511,0.616718529911443,0.562706290795985,0.501700131599633,0.450065431880862,0.399971920332648,0.336943479348894,0.306214283858725,0.273480461435701,0.250830380690218,0.207561839075736,0.179230860722231,0.146552756499417,0.128330289725123,0.110229810172263,0.0781731879366454,0.063700815856625,0.0312233887299925,0.0192832533138241,-0.0209927617129717,-0.058502977794102,-0.0378473088200569
10,0.456105076815503,0.496725168123469,0.598111238345005,0.64000384531993,0.674865030571781,0.707104901212474,0.742221986759694,0.782660030390373,0.830822827542134,0.888788192321906,1,0.891407678253194,0.828186712182094,0.778164085717494,0.732608333496075,0.6901104472408,0.64493036009104,0.588846241003709,0.530797785034732,0.479256107762617,0.428364737100456,0.36890573088754,0.33355920113211,0.299389520315413,0.276214894871471,0.235082349571809,0.207792075139356,0.168551955539824,0.140545504132381,0.119218850990555,0.0909752984187272,0.0695148427107821,0.0488785690327771,0.0322455043454632,0.00169263271229599,-0.0474575794987987,-0.0238801109349763
11,0.400612436520461,0.445353372147125,0.55111315465879,0.594254351777504,0.630575051225475,0.665880804971797,0.702564299817103,0.737656585163292,0.781151639395923,0.829853563857589,0.891407678253194,1,0.8922220884877,0.822177453845377,0.769369532323916,0.723306399592195,0.677638719912025,0.621536655745201,0.564638599575173,0.508407169236753,0.459109034267532,0.405279443266628,0.372167605557188,0.344768164403201,0.321608259535125,0.277556599917815,0.241822747159083,0.214170003612471,0.194039203880429,0.171814595872741,0.14219764665494,0.11997502418058,0.104260472061653,0.0808937357987527,0.052720414365753,0.00811580976264449,0.0384189277122911
12,0.368481629615688,0.414122593045139,0.518080197288056,0.558315857943075,0.596901535466936,0.628600127470487,0.665676232434477,0.703342222904788,0.74408903882724,0.784861375108861,0.828186712182094,0.8922220884877,1,0.89255982830233,0.825153261454222,0.773703120565022,0.725842994551853,0.666904035668677,0.606053860648151,0.548365500797009,0.500590936347369,0.447732215943804,0.413445704961088,0.388891189850623,0.357423657846822,0.325369834905935,0.292226453454361,0.257629297962309,0.236238994949106,0.214780469607984,0.183491304304539,0.162798963471577,0.134437370023374,0.109850909724801,0.0884457057659742,0.0466809664109655,0.0672993517793769
13,0.337205441270882,0.380023016416105,0.477515519629642,0.52067990460566,0.556502771066026,0.589929293223218,0.627001379058427,0.663514948994625,0.704856073258703,0.739484375031339,0.778164085717494,0.822177453845377,0.89255982830233,1,0.894648561907305,0.825881656266802,0.772497061396731,0.709620291583022,0.648843403360406,0.588633515048313,0.541309522683649,0.48902143757351,0.456443389448547,0.433358508570161,0.406467085591193,0.377153597460693,0.342898600295519,0.305498188858724,0.286470760515071,0.261487807598233,0.237689674791401,0.216983757395203,0.196682163172776,0.175988728633906,0.142539525066462,0.0949999460560412,0.110033217755417
14,0.30824668999352,0.349045577351896,0.436482270121441,0.481097153538519,0.515911798972654,0.546595091012865,0.585314728776708,0.621190614456374,0.665316197123565,0.699341825538187,0.732608333496075,0.769369532323916,0.825153261454222,0.894648561907305,1,0.889367469858769,0.819075307603445,0.753068544263014,0.687917597993837,0.632786578076724,0.580901410411749,0.533580225905793,0.502360904018839,0.47264451493622,0.444566840873343,0.417677081717908,0.393006364714653,0.360088013060596,0.343576601829496,0.310035594210705,0.282274076694155,0.263903584575834,0.236512196046165,0.217025534636328,0.190231861645703,0.138789810410272,0.143779486944742
15,0.279481919918643,0.318565869855067,0.400513197574219,0.444098298183669,0.478472106438539,0.510113937768976,0.546816922974311,0.584114500187885,0.627001762602367,0.661393694057511,0.6901104472408,0.723306399592195,0.773703120565022,0.825881656266802,0.889367469858769,1,0.891896703688557,0.808917592047495,0.737947914141248,0.677257419949518,0.627644770109084,0.575304032703952,0.539657484180763,0.505649336920747,0.478830180801269,0.450969879411829,0.421688637748626,0.38805073288458,0.370535777347926,0.349208667359529,0.320446473303181,0.307890915935124,0.273650756190199,0.258848129253739,0.216074284601071,0.184286616680188,0.178225227966991
16,0.245433031674023,0.283988752138777,0.353660684661966,0.401670996071394,0.434564980784126,0.465196321104779,0.50354752503611,0.534592669192044,0.581441056586095,0.616718529911443,0.64493036009104,0.677638719912025,0.725842994551853,0.772497061396731,0.819075307603445,0.891896703688557,1,0.878300446025534,0.792367441516576,0.723248224806183,0.672714916420809,0.619204337249837,0.58551801937586,0.551911736581471,0.532503201357733,0.502123254175317,0.47174813002778,0.432877142953221,0.417347630574063,0.392305193110529,0.360910391644916,0.351512777712687,0.313841397497646,0.305826083132425,0.268242378380401,0.215865023096527,0.221357243548359
17,0.196501153283671,0.234254999728177,0.300885240639697,0.34928632043694,0.38171301860093,0.409818380697592,0.448570529271421,0.482609950179516,0.528783572614666,0.562706290795985,0.588846241003709,0.621536655745201,0.666904035668677,0.709620291583022,0.753068544263014,0.808917592047495,0.878300446025534,1,0.873248962277228,0.789334992689831,0.731475969491259,0.669158438903789,0.635101453076184,0.603862764038734,0.585431882046744,0.557258413388462,0.518967482667492,0.487731242039922,0.461583666261886,0.424932059805309,0.395631480186405,0.399554451674919,0.351626771499678,0.335153217014688,0.306658980413621,0.259244966788383,0.255066217363645
18,0.137655906852208,0.1771606147732,0.236482065291559,0.283727810711471,0.315471432609733,0.344031116945497,0.386029163072399,0.419084242872005,0.466081416647864,0.501700131599633,0.530797785034732,0.564638599575173,0.606053860648151,0.648843403360406,0.687917597993837,0.737947914141248,0.792367441516576,0.873248962277228,1,0.877733913435237,0.796860976477126,0.736474538159692,0.695335460911995,0.667873889472201,0.65324088279,0.619042252476165,0.578168316579707,0.545962190268055,0.529564990451742,0.488166377092745,0.456885511850114,0.45656499974573,0.410633855623039,0.399147937864418,0.381419960150001,0.340566059220522,0.331554220920761
19,0.105619860455784,0.144559271273371,0.188658309311221,0.238588400489758,0.274807798683075,0.29634289702765,0.335012438356482,0.36710440514562,0.414136307976839,0.450065431880862,0.479256107762617,0.508407169236753,0.548365500797009,0.588633515048313,0.632786578076724,0.677257419949518,0.723248224806183,0.789334992689831,0.877733913435237,1,0.881867566782876,0.799846959289955,0.748641151600194,0.715274597420673,0.693736184807321,0.663632552957856,0.625389656463896,0.586709236446665,0.564575591104939,0.525690583337807,0.492638785915184,0.490617920125661,0.45440741899848,0.448853701117798,0.416625450357675,0.380244800576636,0.364455383551356
20,0.0646718381196714,0.10071145013923,0.137577009960751,0.189592703987743,0.227427646767748,0.252338407077682,0.290394238216042,0.319462061422824,0.363998238826782,0.399971920332648,0.428364737100456,0.459109034267532,0.500590936347369,0.541309522683649,0.580901410411749,0.627644770109084,0.672714916420809,0.731475969491259,0.796860976477126,0.881867566782876,1,0.882263558658521,0.808217561764089,0.772214118762523,0.74439251235174,0.714688440894331,0.675867128232165,0.644629355409343,0.62680750513316,0.588213314118666,0.555729491829786,0.552350091274132,0.517394127421242,0.508523906699585,0.485150097614124,0.436794528352108,0.413215580973213
21,0.041205661816174,0.0776469646032579,0.088872064532223,0.14206214081723,0.178918710770603,0.200064327921082,0.244092527576913,0.265922818996088,0.303877188954626,0.336943479348894,0.36890573088754,0.405279443266628,0.447732215943804,0.48902143757351,0.533580225905793,0.575304032703952,0.619204337249837,0.669158438903789,0.736474538159692,0.799846959289955,0.882263558658521,1,0.884383085117297,0.832430501024551,0.789971112761105,0.758946554205881,0.721546484343191,0.68429422344897,0.65712076298736,0.62492681800458,0.595041727126565,0.582614065587304,0.548405661200971,0.540484911508949,0.509833539142008,0.466483506782361,0.449751677421119
22,0.0155864385925997,0.0520495143055365,0.0542560994177243,0.112392178405538,0.149678571223813,0.165002463659352,0.206176385127414,0.233069897839202,0.270817481157447,0.306214283858725,0.33355920113211,0.372167605557188,0.413445704961088,0.456443389448547,0.502360904018839,0.539657484180763,0.58551801937586,0.635101453076184,0.695335460911995,0.748641151600194,0.808217561764089,0.884383085117297,1,0.895424234643247,0.832517575774086,0.783406536787275,0.747694768839995,0.709056080757103,0.680477452358618,0.648639495263262,0.6318726981563,0.618954456966548,0.581946195947923,0.56796207482918,0.543980725415391,0.490243691734579,0.474210048923193
23,-0.00645261209217681,0.0329817899456205,0.0296643919925197,0.0826025856194676,0.12620431122757,0.139766119022747,0.175831569646768,0.197289169001779,0.239231719296109,0.273480461435701,0.299389520315413,0.344768164403201,0.388891189850623,0.433358508570161,0.47264451493622,0.505649336920747,0.551911736581471,0.603862764038734,0.667873889472201,0.715274597420673,0.772214118762523,0.832430501024551,0.895424234643247,1,0.897666561245737,0.828568738246341,0.784196662930248,0.746043044319568,0.718142336289162,0.686671903133341,0.661405433546306,0.649190156061898,0.611011420832009,0.592966862702298,0.578881582383997,0.523941998543404,0.508029976433879
24,-0.0144639810801919,0.0189846166249773,0.000859855621955669,0.0586402599126992,0.100642563992404,0.12083240177466,0.155833536802238,0.173763652104315,0.219360537638416,0.250830380690218,0.276214894871471,0.321608259535125,0.357423657846822,0.406467085591193,0.444566840873343,0.478830180801269,0.532503201357733,0.585431882046744,0.65324088279,0.693736184807321,0.74439251235174,0.789971112761105,0.832517575774086,0.897666561245737,1,0.895537866998417,0.844211690032728,0.793323309345248,0.765734581131889,0.737535438622288,0.703021815139396,0.68722559908076,0.655540899723134,0.637906867156131,0.616576981760802,0.562087063719288,0.547518222423008
25,-0.042969305995447,-0.00634017922309252,-0.0360753932926404,0.0198074555878332,0.0670479916341241,0.0843692266692844,0.119226678559473,0.136618839811132,0.177817602859516,0.207561839075736,0.235082349571809,0.277556599917815,0.325369834905935,0.377153597460693,0.417677081717908,0.450969879411829,0.502123254175317,0.557258413388462,0.619042252476165,0.663632552957856,0.714688440894331,0.758946554205881,0.783406536787275,0.828568738246341,0.895537866998417,1,0.897125456999105,0.844638485930366,0.81574187929015,0.784241080846871,0.740069025112738,0.722693421236575,0.695040466585043,0.668596526397748,0.643720326721364,0.588003780479599,0.574568108106288
26,-0.0622322814150465,-0.0273437390024099,-0.0616662857762855,-0.0123561713688052,0.0362561912578468,0.0526518884492942,0.0878082716048888,0.102498160834087,0.14515027729553,0.179230860722231,0.207792075139356,0.241822747159083,0.292226453454361,0.342898600295519,0.393006364714653,0.421688637748626,0.47174813002778,0.518967482667492,0.578168316579707,0.625389656463896,0.675867128232165,0.721546484343191,0.747694768839995,0.784196662930248,0.844211690032728,0.897125456999105,1,0.906380827894324,0.861885174166195,0.82056940588997,0.77907046481824,0.766486111857825,0.731602718233925,0.701294256862578,0.683850786035501,0.640957109406641,0.621036107728116
27,-0.0841389653053414,-0.0462197214057226,-0.099342370790116,-0.0441092711296965,0.00441516650319048,0.016081826022957,0.0550595048283002,0.0677772711578945,0.104648503726215,0.146552756499417,0.168551955539824,0.214170003612471,0.257629297962309,0.305498188858724,0.360088013060596,0.38805073288458,0.432877142953221,0.487731242039922,0.545962190268055,0.586709236446665,0.644629355409343,0.68429422344897,0.709056080757103,0.746043044319568,0.793323309345248,0.844638485930366,0.906380827894324,1,0.906607655410134,0.854668814229872,0.817275724679897,0.796697511195113,0.760388945285347,0.739987299425918,0.711448870501364,0.658645419455374,0.635256784575906
28,-0.0928504061920755,-0.0530951150492034,-0.119815913435171,-0.0657640351077452,-0.0156772457133664,-0.00359250657232012,0.032239340899323,0.0415632481401333,0.0779221492857855,0.128330289725123,0.140545504132381,0.194039203880429,0.236238994949106,0.286470760515071,0.343576601829496,0.370535777347926,0.417347630574063,0.461583666261886,0.529564990451742,0.564575591104939,0.62680750513316,0.65712076298736,0.680477452358618,0.718142336289162,0.765734581131889,0.81574187929015,0.861885174166195,0.906607655410134,1,0.907816049714952,0.85808807298251,0.82771299477386,0.791263012672548,0.772187016898981,0.743719576953404,0.700985338611834,0.667185685761185
29,-0.110315390894637,-0.066575876602547,-0.157095206410378,-0.0965952394879065,-0.0456303660947381,-0.0318974379239498,0.00521531162721638,0.0218063493217646,0.0630268111165892,0.110229810172263,0.119218850990555,0.171814595872741,0.214780469607984,0.261487807598233,0.310035594210705,0.349208667359529,0.392305193110529,0.424932059805309,0.488166377092745,0.525690583337807,0.588213314118666,0.62492681800458,0.648639495263262,0.686671903133341,0.737535438622288,0.784241080846871,0.82056940588997,0.854668814229872,0.907816049714952,1,0.895337644826381,0.866591806205292,0.84400512547108,0.817292205234942,0.794074049772077,0.759804751537589,0.723999155200591
30,-0.122414278245349,-0.0755508914960705,-0.171952553257378,-0.1158698451945,-0.0741170714733969,-0.0533314668408682,-0.0194311255677073,-0.00825221262333486,0.0349328671204234,0.0781731879366454,0.0909752984187272,0.14219764665494,0.183491304304539,0.237689674791401,0.282274076694155,0.320446473303181,0.360910391644916,0.395631480186405,0.456885511850114,0.492638785915184,0.555729491829786,0.595041727126565,0.6318726981563,0.661405433546306,0.703021815139396,0.740069025112738,0.77907046481824,0.817275724679897,0.85808807298251,0.895337644826381,1,0.921195498444162,0.882500039132781,0.845514778241428,0.809650720360791,0.762666640346185,0.73679876932243
31,-0.211565595810037,-0.147732533238884,-0.151688914444573,-0.0977298672248948,-0.0716579171344145,-0.0526728904794622,-0.0203336401584884,-0.0127338815635026,0.0089774260966848,0.063700815856625,0.0695148427107821,0.11997502418058,0.162798963471577,0.216983757395203,0.263903584575834,0.307890915935124,0.351512777712687,0.399554451674919,0.45656499974573,0.490617920125661,0.552350091274132,0.582614065587304,0.618954456966548,0.649190156061898,0.68722559908076,0.722693421236575,0.766486111857825,0.796697511195113,0.82771299477386,0.866591806205292,0.921195498444162,1,0.926908251414989,0.887002086210972,0.846819417274507,0.804244442216666,0.773947485598935
32,-0.232155160500857,-0.166583279197684,-0.167953435918874,-0.128623414407398,-0.109696482671742,-0.087160014378618,-0.0476355238972142,-0.0411262237260209,-0.01017024733429,0.0312233887299925,0.0488785690327771,0.104260472061653,0.134437370023374,0.196682163172776,0.236512196046165,0.273650756190199,0.313841397497646,0.351626771499678,0.410633855623039,0.45440741899848,0.517394127421242,0.548405661200971,0.581946195947923,0.611011420832009,0.655540899723134,0.695040466585043,0.731602718233925,0.760388945285347,0.791263012672548,0.84400512547108,0.882500039132781,0.926908251414989,1,0.926403492378405,0.881395831556501,0.831602347705995,0.800230779889387
33,-0.248687080745548,-0.182835782226549,-0.179104165179712,-0.137831306168519,-0.118238703343934,-0.0853615643918698,-0.0529692565443843,-0.044979257355808,-0.030491617415108,0.0192832533138241,0.0322455043454632,0.0808937357987527,0.109850909724801,0.175988728633906,0.217025534636328,0.258848129253739,0.305826083132425,0.335153217014688,0.399147937864418,0.448853701117798,0.508523906699585,0.540484911508949,0.56796207482918,0.592966862702298,0.637906867156131,0.668596526397748,0.701294256862578,0.739987299425918,0.772187016898981,0.817292205234942,0.845514778241428,0.887002086210972,0.926403492378405,1,0.933176394939075,0.88725282862625,0.845253775085168
34,-0.274252704185033,-0.214805605610777,-0.208636642363955,-0.168212044023178,-0.145810135598601,-0.121389361547804,-0.0805964048709522,-0.0826954072401335,-0.0592714007488536,-0.0209927617129717,0.00169263271229599,0.052720414365753,0.0884457057659742,0.142539525066462,0.190231861645703,0.216074284601071,0.268242378380401,0.306658980413621,0.381419960150001,0.416625450357675,0.485150097614124,0.509833539142008,0.543980725415391,0.578881582383997,0.616576981760802,0.643720326721364,0.683850786035501,0.711448870501364,0.743719576953404,0.794074049772077,0.809650720360791,0.846819417274507,0.881395831556501,0.933176394939075,1,0.925490312221338,0.898676197060784
35,-0.316236632882769,-0.25979395632867,-0.240848672003271,-0.208847325292461,-0.184118023527478,-0.161722364664806,-0.134072788462239,-0.12219036507123,-0.104509290548139,-0.058502977794102,-0.0474575794987987,0.00811580976264449,0.0466809664109655,0.0949999460560412,0.138789810410272,0.184286616680188,0.215865023096527,0.259244966788383,0.340566059220522,0.380244800576636,0.436794528352108,0.466483506782361,0.490243691734579,0.523941998543404,0.562087063719288,0.588003780479599,0.640957109406641,0.658645419455374,0.700985338611834,0.759804751537589,0.762666640346185,0.804244442216666,0.831602347705995,0.88725282862625,0.925490312221338,1,0.92252732504355
36,-0.322095107949404,-0.260715533673252,-0.248924005049298,-0.211703387606959,-0.183241293536172,-0.142975109051908,-0.114088989903698,-0.114555425583038,-0.0800581060348357,-0.0378473088200569,-0.0238801109349763,0.0384189277122911,0.0672993517793769,0.110033217755417,0.143779486944742,0.178225227966991,0.221357243548359,0.255066217363645,0.331554220920761,0.364455383551356,0.413215580973213,0.449751677421119,0.474210048923193,0.508029976433879,0.547518222423008,0.574568108106288,0.621036107728116,0.635256784575906,0.667185685761185,0.723999155200591,0.73679876932243,0.773947485598935,0.800230779889387,0.845253775085168,0.898676197060784,0.92252732504355,1